name;type;price;fuel-type;year_of_make;kim;power;place
BMW;X3;44900;Benzín;2019;68000;260;G01 / F97
Mercedes;GLE trieda;44500;Diesel;2018;93000;190;W166
KIA;Sorento;44400;Hybrid (benzín/elektro);2020;19700;132;MQ4
Audi;RS7;49490;Benzín;2015;150000;412;5 (4 miesta)
Mercedes;GLC;49000;Diesel;2019;90000;150;5
BMW;X7;49000;Diesel;2020;98300;294;5 (6 miest)
Renault;Master Furgon;48840;Diesel;2022;400;120;mod.19
Dodge;Challenger;48800;Benzín;2023;24;224;2 (5 miest)
Volkswagen;Arteon;48560;Diesel;2023;10;110;5 (5 miest)
Porsche;Cayenne;48500;Hybrid (benzín/elektro);2015;155000;320;92A
Land Rover;Range Rover;48499;Benzín;2015;166000;375;5 (5 miest)
Volkswagen;Touareg;48490;Diesel;2019;111000;210;5 (5 miest)
Dodge;RAM;53999;Benzín;2019;96860;295;5 (5 miest)
Volvo;XC90;52900;Diesel;2018;78200;173;5 (5 miest)
Alfa Romeo;Stelvio;52500;Benzín;2022;2;147;5 (5 miest)
Volkswagen;Touareg;52490;Diesel;2018;98400;210;5 (5 miest)
BMW;rad 7;60900;Diesel;2019;67100;195;G11/12
BMW;rad 2 Coupé;59999;Benzín;2021;29638;275;3 (4 miesta)
Toyota;Landcruiser;59999;Diesel;2021;32357;150;5
Porsche;Taycan;59990;Elektro;2020;4;36;WP0ZZZY1ZMSA55929
Mercedes;GLC;59990;Benzín;2019;107000;350;X253
Land Rover;Range Rover;59990;Diesel;2018;185000;250;5 (5 miest)
Mercedes;GLE trieda;69900;Benzín;2019;105000;287;C292
Porsche;Cayenne;69900;Benzín;2019;76000;250;5 (5 miest)
BMW;M4;69900;Benzín;2019;25200;331;2 (4 miesta)
Mercedes;S trieda;69000;Benzín;2014;127000;430;4 (5 miest)
Mercedes;CLS;67900;Benzín;2019;67000;336;C257
Volkswagen;Touareg;67000;Diesel;2022;16000;170;5 (5 miest)
BMW;X7;91999;Benzín;2022;43959;245;5 (7 miest)
BMW;M4;88800;Benzín;2022;10370;375;2 (4 miesta)
Porsche;Panamera;88000;Benzín;2018;93000;324;970 mod.16
BMW;X5;84500;Diesel;2022;27800;210;G05
BMW;X6;82999;Diesel;2022;42000;210;G06
Mercedes;G trieda;159430;Benzín;2019;89000;310;463
Porsche;911;154900;Benzín;2018;39900;368;Červená
Mercedes;S trieda;142500;Benzín;2022;69000;370;W223
Mercedes;EQS;141999;Elektro;2022;4;833;W1K2971441A007028
Porsche;911;139999;Benzín;2013;3000;294;2 (4 miesta)
BMW;X7;135200;Benzín;2021;36000;390;G07
Ford;Mondeo;500;Diesel;2004;335000;85;5 (5 miest)
Volkswagen;Passat;500;Diesel;2002;300000;125;5 (5 miest)
Smart;Fortwo;500.00;Benzín;2002;125000;45;3 (2 miesta)
Škoda;Fabia;500.00;Benzín;2002;220649;37;5 (5 miest)
Ford;Mondeo Combi;499;Diesel;2004;202500;96;BWY
Volkswagen;Passat Variant;499;Diesel;2017;170000;110;B8
Škoda;Felicia;499;Benzín;1996;97570;50;791
Peugeot;309;499;Benzín;1991;125000;55;5
Volkswagen;Passat;490;Benzín;1998;277000;110;B5
Škoda;Fabia Combi;490;Benzín;2003;68500;47;6Y
Fiat;Fiorino;480;Diesel;2009;160000;55;6 (5 miest)
Škoda;Felicia;450;Benzín;1999;80000;50;791 mod.98
Citroen;Xsara Picasso;666.67;Diesel;2008;250000;80;5 (5 miest)
Opel;Vectra;650;Benzín;2001;214000;92;B mod.99
Citroen;Berlingo;650;Diesel;2001;238999;66;M49
Volkswagen;Polo;625.00;Benzín;1995;105000;44;5 (5 miest)
Škoda;Octavia Combi;625.00;Diesel;2003;577000;66;5 (5 miest)
Daewoo;Nubira Combi;625.00;Benzín;1998;151980;78;5 (5 miest)
Daewoo;Nubira Combi;620.83;Benzín;1999;127038;77;5 (5 miest)
Toyota;Corolla;600;Benzín;1995;121000;55;4 (5 miest)
Volkswagen;Golf Variant;600;Diesel;2005;311783;74;1J5
Daewoo;Espero;600;Benzín;1996;161019;66;KLES
Opel;Astra;791.67;Benzín;1997;194000;74;5 (5 miest)
Opel;Corsa;791.67;Benzín;2001;103000;55;3 (5 miest)
Daewoo;Matiz;791.67;Benzín;1999;92000;37;5 (5 miest)
Citroen;Xsara;791.67;Diesel;2001;235000;66;5
Opel;Zafira;787.50;Diesel;2002;205001;92;5 (7 miest)
Renault;Thalia;750;Diesel;2004;361248;48;LB mod.02
Land Rover;Freelander;750;Diesel;2000;301000;72;5 (5 miest)
Peugeot;206 SW;750;Benzín;2003;156602;55;2K
Fiat;Stilo;900;Diesel;2006;355800;88;192 mod.04
Peugeot;206;900;Diesel;2001;268550;66;2A
Škoda;Fabia;900;Benzín;2002;133062;40;5
Citroen;C3 Pluriel;899;Benzín;2004;145000;55;HB
Jaguar;X-Type;890;Benzín+Plyn;2004;252000;144;X400
Seat;Toledo;850;Diesel;2001;353000;81;1M2
Mercedes;A trieda;850;Benzín;2006;200000;70;3 (5 miest)
Opel;Meriva;850;Benzín;2007;181366;66;A
Renault;Thalia;850;Benzín;2003;210000;55;LB mod.02
Chevrolet;Lacetti;1000.00;Benzín;2005;294200;80;5 (5 miest)
Renault;Clio;1000.00;Benzín;1995;176000;43;3 (5 miest)
Daewoo;Nubira;998;Benzín;2004;247000;81;4
Volkswagen;Golf;990;Benzín;2006;245245;85;5 (5 miest)
Volkswagen;Golf;990;Diesel;2001;240000;81;1J1
Renault;Thalia;990;Benzín;2001;76121;55;4
Peugeot;Partner;990;Diesel;2007;271000;66;GB/GC
Citroen;C3;990;Benzín;2008;200000;55;5 (5 miest)
Citroen;C3;990;Benzín;2006;200000;44;5 (5 miest)
Renault;Thalia;1200;Benzín;2001;111000;55;LB
Peugeot;206 SW;1200;Benzín;2002;203311;44;2K
Škoda;Fabia Combi;1200;Benzín;2003;208000;47;5 (5 miest)
Ford;Focus Combi;1200;Diesel;2003;197000;66;DNW mod.02
Škoda;Fabia Combi;1200;Benzín;2001;250000;50;6Y
Alfa Romeo;159 Sportwagon;1200;Benzín;2008;170000;118;939 mod.06
Peugeot;Partner;1200;Diesel;2007;246645;66;GB/GC
Škoda;Fabia;1200;Benzín;2002;253551;37;5 (5 miest)
Volkswagen;Passat Variant;1200;Diesel;2002;508389;74;5 (5 miest)
Škoda;Fabia Combi;1200;Diesel;2006;226719;51;6Y mod.04
Fiat;Punto;1200;Benzín;2007;148300;44;188 mod.04
Ford;Fiesta;1200;Benzín;2003;262875;51;5 (5 miest)
Chevrolet;Lacetti;1250.00;Benzín;2007;109209;70;5 (5 miest)
Škoda;Octavia;1249.96;Benzín;2000;264600;74;5 (5 miest)
Škoda;Fabia;1249.58;Benzín;2001;212000;55;5 (5 miest)
Škoda;Fabia Combi;1247;Diesel;2005;342752;55;5 (5 miest)
Peugeot;206;1245.83;Benzín;1999;180665;44;3 (5 miest)
Renault;Mégane;1245.83;Diesel;2004;318400;88;5 (5 miest)
Honda;Civic;1245.83;Benzín;2008;200000;103;5 (5 miest)
Volvo;V50;1245.83;Diesel;2006;253000;100;5 (5 miest)
Hyundai;Matrix;1245.83;Benzín;2005;158001;76;5 (5 miest)
Škoda;Fabia Combi;1245.83;Benzín;2001;199500;55;5 (5 miest)
KIA;Cerato;1245.83;Benzín;2004;93394;105;4 (5 miest)
Ford;Fiesta;1245.83;Benzín;2005;169924;74;3 (5 miest)
Citroen;Jumper;1245.83;Diesel;2006;452000;93;4 (5 miest)
Ford;Transit;1245.83;Diesel;2002;373001;55;4 (3 miesta)
Peugeot;107;1245.83;Benzín;2005;275000;50;5 (5 miest)
Renault;Mégane Grandtour;1300;Benzín;2004;204000;83;KM
Renault;Laguna Grandtour;1300;Diesel;2006;182888;96;KG mod.05
Škoda;135;1300;Benzín;1990;75000;43;4
Peugeot;407 SW;1300;Diesel;2005;278000;100;6E
Seat;Cordoba;1300;Benzín;2005;189000;55;6L mod.03
Ford;Galaxy;1300;Diesel;2005;306000;85;WGR mod.00
Škoda;Fabia;1300;Benzín;2005;175991;40;5 (5 miest)
Škoda;Fabia Combi;1299;Benzín;2003;190142;47;6Y
Fiat;Doblo Cargo;1340;Diesel;2007;399000;74;4 (2 miesta)
Smart;Fortwo;1333.33;Benzín;1999;164939;40;2 (2 miesta)
Seat;Ibiza;1333.33;Benzín;2009;206000;51;5 (5 miest)
Ford;Fiesta;1330;Diesel;2002;244000;50;JH1
Smart;Fortwo;1300;Benzín;2002;83000;45;3 (2 miesta)
Renault;Clio;1300;Benzín+Plyn;2007;274000;43;3 (5 miest)
Mercedes;A trieda;1400;Benzín;2002;176660;60;W168 mod.01
Peugeot;307;1400;Diesel;2003;209000;80;5 (5 miest)
Seat;Leon;1400;Benzín;2003;235000;77;5 (5 miest)
Škoda;Octavia Combi;1400;Diesel;1999;332445;81;1U
Renault;Clio;1400;Benzín;2005;164994;43;4 (5 miest)
Škoda;Roomster;1400;Benzín+Plyn;2009;222000;51;5J
Škoda;Fabia;1400;Diesel;2008;393395;51;5 (5 miest)
Chevrolet;Captiva;1458.33;Diesel;2008;160000;110;5 (5 miest)
Opel;Signum;1458.33;Benzín;2004;332791;114;5 (5 miest)
Mercedes;124;1458.33;Benzín;1989;204000;97;4 (5 miest)
Honda;Civic;1458.33;Diesel;2005;209000;74;3 (5 miest)
Mercedes;A trieda;1458.33;Benzín;2006;203134;85;5 (5 miest)
Peugeot;306 Break;1458.33;Benzín;2001;153000;72;5 (5 miest)
Renault;5;1458.33;Benzín;1985;151700;34;3 (5 miest)
Renault;Clio;1458.33;Diesel;2001;225680;48;3 (5 miest)
Audi;80;1458.33;Diesel;1991;449500;59;4 (5 miest)
Ford;Focus Combi;1458.33;Diesel;2004;184000;74;5 (5 miest)
Renault;Clio Grandtour;1499;Benzín+Plyn;2012;280000;55;5
Alfa Romeo;156 Sportwagon;1499;Diesel;2007;174742;93;5
Citroen;C3;1499;Benzín;2005;130499;44;FL mod.06
Škoda;Fabia;1499;Diesel;2004;252848;47;5
Peugeot;206;1500.00;Benzín;2001;162101;55;5 (5 miest)
Renault;Scénic;1500.00;Benzín;2002;199000;79;5 (5 miest)
Hyundai;Getz;1500.00;Benzín;2004;146700;62;5 (5 miest)
Ford;C-Max;1500.00;Diesel;2004;268850;80;5 (5 miest)
Ford;Fiesta;1500.00;Benzín;2005;184000;59;5 (5 miest)
Ford;Focus;1500.00;Benzín;2003;237392;74;5 (5 miest)
Volkswagen;Sharan;1500;Diesel;2003;340000;85;5 (5 miest)
Ford;Mondeo Combi;1500;Diesel;2008;247000;92;BA7
Opel;Zafira;1500;Benzín+Plyn;2007;346000;69;B
BMW;rad 3 Touring;1500;Diesel;2005;355000;150;E46 mod.02
Ford;Galaxy;1500;Diesel;2003;255000;85;WGR mod.00
Audi;A6 Avant;1500;Diesel;2000;305000;132;4B5
Peugeot;308 SW;1500;Diesel;2008;231000;80;4H
Renault;Clio;1500;Benzín;2008;134613;43;5 (5 miest)
Mercedes;A trieda;1500;Benzín;2007;330000;70;W169
Subaru;Impreza Wagon;1500;Benzín;2005;184000;70;5 (5 miest)
Seat;Cordoba;1500;Benzín;2003;222180;55;6K mod.00
Škoda;Felicia Pick up;1500;Benzín;1999;147000;50;2 (2 miesta)
Peugeot;206;1550;Benzín;2004;184000;55;2A mod.03
Fiat;Seicento;1541.67;Benzín;2001;133434;40;3 (5 miest)
Renault;Kangoo;1541.67;Diesel;2008;354106;50;4 (2 miesta)
Peugeot;407;1539;Diesel;2007;362000;80;6D
Škoda;Octavia Combi;1537.50;Diesel;2003;329417;81;5 (5 miest)
Audi;A4 Avant;1533.33;Benzín;1997;313000;92;5 (5 miest)
Volkswagen;Polo;1500;Benzín;2003;230000;55;9N
KIA;Rio;1600;Benzín+Plyn;2008;195000;71;JB
Opel;Corsa;1600;Benzín;2006;99000;59;5 (5 miest)
Škoda;Octavia;1600;Benzín;1999;634783;110;1U
Opel;Meriva;1600;Diesel;2008;285000;74;A
Opel;Meriva;1600;Diesel;2004;233598;74;5 (5 miest)
Ford;Fiesta;1625.00;Benzín;2006;171681;51;3 (5 miest)
BMW;rad 3 Touring;1625.00;Diesel;1998;253000;66;5 (5 miest)
Citroen;C5;1625.00;Diesel;2003;207000;79;5
Ford;Fiesta;1625.00;Diesel;2003;188100;50;5 (5 miest)
Chrysler;PT Cruiser;1625.00;Benzín;2004;149100;100;5 (5 miest)
Škoda;Fabia;1625.00;Benzín;2000;137650;50;5 (5 miest)
Citroen;C1;1625.00;Benzín;2006;152999;50;3 (4 miesta)
Škoda;Octavia;1625.00;Diesel;2007;174963;77;5 (5 miest)
Škoda;125;1666.67;Benzín;1989;68200;36;4 (5 miest)
Nissan;Almera Tino;1666.62;Diesel;2004;163990;100;5 (5 miest)
Renault;Mégane;1666.62;Benzín;2005;266716;83;5 (5 miest)
Opel;Meriva;1666.62;Diesel;2009;181000;74;5 (5 miest)
Peugeot;Partner;1666.62;Diesel;2001;210590;66;5 (5 miest)
Volkswagen;Golf;1666.25;Benzín;2001;165304;55;3 (5 miest)
Škoda;Fabia Combi;1663;Benzín;2003;256604;55;5 (5 miest)
Škoda;Fabia Combi;1663;Benzín;2005;179575;47;5 (5 miest)
Ford;Mondeo Combi;1662.50;Diesel;2004;222250;114;5 (5 miest)
Ford;Ka;1662.50;Benzín;2004;151216;44;3 (4 miesta)
KIA;Carens;1662.50;Benzín;2007;269011;106;5 (5 miest)
Citroen;C4 Picasso;1662.50;Diesel;2007;295001;80;5 (7 miest)
Fiat;Punto;1662.50;Benzín;2012;268700;51;3 (5 miest)
Citroen;Xsara Picasso;1700;Diesel;2004;372000;80;CH
Opel;Meriva;1700;Benzín;2005;67000;66;A
Peugeot;307 CC;1700;Benzín;2006;270000;80;3B mod.05
Toyota;Corolla;1700;Benzín;2003;189000;71;E12
Ford;Focus Combi;1700;Diesel;2004;199000;74;DNW mod.02
Volkswagen;Bora;1750;Diesel;2001;399000;66;1J2
Seat;Ibiza;1750;Benzín;2000;142340;44;5 (5 miest)
Toyota;Corolla;1750;Benzín;2004;198600;71;E12
KIA;Picanto;1750;Benzín;2006;158049;48;5 (4 miesta)
Mercedes;124;1750.00;Benzín;1990;207901;97;5 (5 miest)
Renault;Twingo;1745.83;Benzín;2004;118709;55;3 (4 miesta)
Seat;Ibiza;1740;Benzín;2006;160000;55;5 (5 miest)
Peugeot;307 SW;1800;Diesel;2006;332000;66;3H mod.05
Volkswagen;Golf Variant;1800;Diesel;2001;301000;85;1J5
Fiat;Stilo Multi Wagon;1800;Diesel;2003;345000;85;192
Audi;A4 Avant;1800;Benzín+Plyn;2002;429000;96;
Fiat;Punto;1800;Benzín;2004;186151;44;5 (5 miest)
Renault;Thalia;1800;Benzín;2009;99800;55;LB
Ford;Focus Combi;1800;Diesel;2010;364000;80;DA3 mod.08
Ford;Mondeo Combi;1870.83;Diesel;2005;166088;96;5 (5 miest)
Peugeot;206;1870.83;Benzín;2005;162225;55;3 (5 miest)
Peugeot;307 SW;1870.83;Benzín;2003;184001;80;5 (5 miest)
Mercedes;A trieda;1870.83;Diesel;2005;145022;70;5 (5 miest)
Škoda;Octavia Combi;1870.83;Benzín;2001;200214;75;5 (5 miest)
Citroen;Xsara Picasso;1870.83;Benzín;2002;182360;85;5 (5 miest)
Citroen;C5;1870.83;Diesel;2004;251001;98;4 (5 miest)
Ford;Focus;1870.83;Diesel;2002;131500;85;5 (5 miest)
Opel;Agila;1854.17;Benzín;2002;106273;43;5 (4 miesta)
Alfa Romeo;147;1850;Benzín;2002;173000;88;937B
KIA;Rio;1850;Benzín;2009;232000;71;JB
Chevrolet;Aveo;1850;Benzín+Plyn;2009;121200;62;3 (5 miest)
Volvo;S60;1850;Benzín;2006;354000;103;384/RS mod.04
Citroen;C3;1850;Benzín;2007;83900;44;5 (5 miest)
Volvo;S60;1875.00;Benzín;2001;385001;103;4 (5 miest)
Fiat;Bravo;1900;Diesel;2007;286640;88;198
Volkswagen;Golf Plus;1900;Benzín;2006;244720;75;5M1
Smart;MC;1900;Benzín;2000;111430;33;2
Peugeot;307 SW;1900;Diesel;2005;208533;66;3H mod.05
Ford;Cougar;1900;Benzín;1999;176000;125;2 (4 miesta)
Ford;Escort;1900;Benzín;1988;60289;66;5 (5 miest)
Fiat;Punto;1900;Benzín;2003;203400;44;188
Volkswagen;Beetle;1900;Diesel;1999;275000;66;0 (5 miest)
Volkswagen;Golf;1900;Benzín;2004;249335;75;1K1
Opel;Astra;1900;Diesel;2004;199500;59;H
Fiat;Doblo Cargo;1966.25;Benzín;2009;328000;57;5 (5 miest)
Fiat;Doblo Cargo;1966.25;Benzín;2009;328000;57;5 (5 miest)
Peugeot;206;1958.33;Benzín;2006;186241;55;5 (5 miest)
Renault;Mégane Grandtour;1958.33;Diesel;2007;215400;110;5 (5 miest)
Fiat;Punto;1958.33;Benzín;2004;182200;44;5 (5 miest)
Ford;Fiesta;1958.33;Benzín;2005;129649;51;5 (5 miest)
Škoda;Fabia Combi;1958.33;Benzín;2006;177237;47;5 (5 miest)
KIA;Picanto;1958.33;Benzín;2005;155700;48;5 (4 miesta)
Mercedes;124;2000.00;Diesel;1991;353000;81;5 (5 miest)
Peugeot;1007;2000.00;Benzín;2005;123000;54;3 (4 miesta)
Opel;Zafira;2000.00;Diesel;2004;287000;92;5 (7 miest)
Mitsubishi;Space Star;2000.00;Benzín;2002;199901;72;5 (5 miest)
Opel;Vectra;2000.00;Benzín;2004;190739;114;5 (5 miest)
Suzuki;Ignis;2000.00;Benzín;2002;143436;61;5 (5 miest)
KIA;Picanto;2000.00;Benzín;2004;167000;48;5 (5 miest)
Škoda;Fabia;2000.00;Benzín;2005;87000;40;6Y mod.04
Volkswagen;Fox;1995.83;Benzín;2007;213695;40;3 (4 miesta)
Škoda;Fabia;1995.83;Benzín;2005;250670;40;5 (5 miest)
Peugeot;307;1990;Diesel;2005;234930;80;3C mod.05
Škoda;Fabia Combi;1990;Diesel;2003;244000;47;5 (5 miest)
Škoda;Favorit;1990;Benzín;1990;24000;43;5 (5 miest)
Audi;100;2000;Diesel;1993;380000;85;4A
Audi;A4 Avant;2000;Benzín;2003;245000;120;8,00E+05
Suzuki;Ignis;2000;Benzín;2006;277264;69;MH
Seat;Altea Freetrack;2000;Diesel;2007;253123;125;5 (5 miest)
Mercedes;A trieda;2000;Diesel;2004;220000;60;5 (5 miest)
Ford;Focus Combi;2000;Diesel;2008;235000;80;DA3 mod.08
Škoda;Octavia;2000;Diesel;2008;441248;74;1U mod.01
Chevrolet;Captiva;2000;Diesel;2008;284470;93;KLAC
Mazda;6;2000;Diesel;2008;222800;89;GG/GY mod.05
Mercedes;S trieda;2000;Diesel;2001;327000;145;W220
Ford;Focus Combi;2000;Diesel;2006;410000;85;DA3
Škoda;Octavia Combi;2000;Diesel;2004;400579;66;1U mod.01
Peugeot;206;2000;Benzín;2009;94000;55;2M
Mazda;3;2000;Benzín;2005;160000;77;5 (5 miest)
Ford;Focus Combi;2000;Diesel;2007;347000;66;5 (5 miest)
Peugeot;206 CC;2000;Benzín;2006;162051;80;2A mod.03
Audi;A4 Avant;2000;Diesel;2000;333000;85;5 (5 miest)
Suzuki;Swift;2000;Benzín;2007;213000;67;5 (5 miest)
Škoda;120;2000;Benzín;1980;7187;42;B2309789
Peugeot;207;2041.67;Diesel;2007;333131;80;5 (5 miest)
Dacia;Sandero;2041.67;Benzín;2009;115584;55;5 (5 miest)
Volkswagen;Golf;2041.67;Benzín;2000;141014;55;5 (5 miest)
Ford;Focus Combi;2041.67;Benzín;2007;175000;74;5 (5 miest)
Peugeot;206;2041.67;Benzín;2001;149000;80;3 (5 miest)
Mazda;6 Wagon;2041.67;Benzín;2006;240000;122;5 (5 miest)
Peugeot;206;2041.67;Benzín;2006;118900;65;5 (5 miest)
Opel;Astra Coupé;2041.67;Benzín;2006;288075;103;3 (5 miest)
Opel;Astra Caravan;2041.67;Benzín;1997;89000;55;5 (5 miest)
Mazda;121;2041.67;Benzín;2000;73154;37;4 (5 miest)
Škoda;Octavia Combi;2041.67;Diesel;2004;297000;81;5 (5 miest)
Škoda;Fabia;2041.67;Benzín;2006;197000;47;5 (5 miest)
Citroen;C3;2041.67;Benzín;2004;204200;54;5 (5 miest)
Mazda;3;2041.67;Benzín;2005;193496;62;5 (5 miest)
Mercedes;C trieda T;2041.67;Diesel;2001;297700;125;5 (5 miest)
Honda;City;2079.17;Benzín;2009;350000;73;5 (5 miest)
Hyundai;Getz;2079.17;Benzín;2005;128840;48;3 (5 miest)
Volkswagen;New Beetle;2079.17;Diesel;2002;350018;66;2 (4 miesta)
Volkswagen;Touareg;2079.17;Benzín;2006;269929;162;5 (5 miest)
Volkswagen;Passat Variant;2079.17;Diesel;2001;244000;74;5 (5 miest)
Peugeot;206 SW;2079.17;Benzín;2006;173484;80;5 (5 miest)
Renault;Scénic;2079.17;Diesel;2001;173210;59;5 (5 miest)
Renault;Scénic;2079.17;Benzín;2001;307001;79;5 (5 miest)
Dacia;Logan;2079.17;Benzín;2013;66000;55;5 (5 miest)
Fiat;Doblo Cargo;2079.17;Benzín;2007;228907;57;2 (2 miesta)
Mini;One;2079.17;Benzín;2002;249001;66;3 (4 miesta)
Renault;Mégane;2079.17;Benzín;2005;124001;72;4 (5 miest)
Volkswagen;Polo;2079.17;Benzín;2002;193554;55;5 (5 miest)
Ford;Galaxy;2079.17;Diesel;2012;200000;120;5 (7 miest)
Mercedes;C trieda T;2100;Diesel;2005;377800;110;203 mod.04
Škoda;Felicia;2100;Benzín;1996;64235;50;791
Opel;Astra;2100;Diesel;2005;287448;88;5 (5 miest)
Peugeot;206 CC;2125.00;Benzín;2003;179000;80;2 (4 miesta)
Mitsubishi;Colt;2125.00;Benzín;2007;206560;70;5 (5 miest)
Volkswagen;Golf;2125.00;Benzín;2004;159000;66;5 (5 miest)
Volkswagen;Passat Variant;2100;Diesel;2006;368000;77;B6
Citroen;C5 Break;2200;Diesel;2006;206000;80;5 (5 miest)
KIA;Cee’d;2200;Diesel;2007;320000;85;5 (5 miest)
Suzuki;Liana;2200;Benzín;2005;165983;78;ER
Ford;Fiesta;2200;Benzín;2006;157000;51;5 (5 miest)
Fiat;Linea;2200;Benzín;2009;121000;57;4 (5 miest)
Ford;Focus Combi;2200;Diesel;2006;319699;85;DA3
Škoda;Fabia Combi;2200;Benzín;2003;307000;47;6Y
Ford;Mondeo;2200;Diesel;2007;356000;92;BA7
Smart;Fortwo;2200;Benzín;2001;180000;40;3
Citroen;C4 Coupé;2200;Benzín;2006;156000;65;LA
Fiat;Punto;2250.00;Diesel;2010;118883;70;3 (5 miest)
Ford;Focus Combi;2250.00;Benzín;2005;188317;59;5 (5 miest)
Renault;Mégane Grandtour;2250.00;Benzín;2005;190938;83;5 (5 miest)
Škoda;Fabia;2250.00;Benzín;2003;176200;55;5 (5 miest)
Nissan;Primera;2250.00;Benzín;1998;88749;73;5 (5 miest)
Renault;Mégane;2250.00;Benzín;2004;176200;72;4 (5 miest)
Opel;Meriva;2250.00;Diesel;2006;216000;74;5 (5 miest)
Volkswagen;Fox;2250.00;Benzín;2008;159900;40;3 (4 miesta)
Škoda;Fabia Combi;2250.00;Benzín;2006;200965;55;5 (5 miest)
Škoda;Fabia Combi;2222;Diesel;2007;268500;59;5 (5 miest)
Renault;Laguna;2291.67;Diesel;2002;131000;110;5 (5 miest)
Hyundai;Getz;2291.67;Benzín;2006;98000;48;5 (5 miest)
Citroen;C4;2291.67;Benzín;2007;214700;80;5 (5 miest)
Volkswagen;Touran;2291.67;Diesel;2003;316000;74;5 (5 miest)
Audi;A3;2291.67;Diesel;2002;328849;74;3 (5 miest)
Peugeot;207;2291.67;Benzín;2007;154200;54;3 (5 miest)
Volvo;S40;2291.67;Diesel;2003;227000;75;4 (5 miest)
Hyundai;Accent;2291.67;Benzín;2008;91001;71;4 (5 miest)
Opel;Agila;2291.67;Benzín;2008;160985;48;5 (5 miest)
Peugeot;107;2291.67;Benzín;2006;119699;50;5 (4 miesta)
Seat;Ibiza;2291.67;Benzín;2011;78000;77;5 (5 miest)
Volkswagen;New Beetle;2291.67;Benzín;2006;245000;75;3 (4 miesta)
Toyota;Yaris;2290;Benzín;2006;274000;64;XP9
Citroen;C4;2290;Diesel;2008;307000;66;LC mod.09
Peugeot;207;2300;Diesel;2008;263800;50;Biela
Ford;Mondeo;2300;Diesel;2006;330000;85;B5Y mod.05
Volvo;S40;2300;Benzín;2005;225000;74;MS/544
Opel;Astra Coupé;2300;Benzín;2001;230000;108;G
Honda;Jazz;2300;Benzín;2005;156496;61;5 (5 miest)
Volkswagen;Golf;2300;Benzín;2001;200500;77;1J1
Subaru;Impreza Wagon;2300;Benzín;2003;215000;121;5 (5 miest)
Škoda;Fabia;2333.33;Diesel;2008;287187;51;5 (5 miest)
Škoda;Roomster;2333.29;Diesel;2009;300000;51;5 (5 miest)
Škoda;Fabia;2300;Benzín;2002;120000;74;5 (5 miest)
Ford;Fusion;2300;Benzín;2005;138800;75;5 (5 miest)
Ford;Transit;2400;Diesel;1995;309473;74;2 (3 miesta)
Hyundai;Accent;2400;Diesel;2009;286352;81;C mod.06
Dacia;Sandero;2400;Benzín;2008;232000;55;SD
Chevrolet;Aveo;2400;Benzín;2009;175534;69;4
Volkswagen;Passat;2400;Benzín;2002;287000;110;B5
Renault;Laguna;2400;Diesel;2006;228913;85;bg42
Peugeot;307 SW;2399;Diesel;2006;269500;66;5 (5 miest)
Škoda;Octavia Combi;2458.33;Benzín;2005;182000;75;5 (5 miest)
Volkswagen;T4 Transporter;2458.33;Diesel;2001;620000;50;4 (2 miesta)
Renault;Grand Scénic;2458.33;Diesel;2006;192500;81;5 (7 miest)
Škoda;Octavia Combi;2458.33;Diesel;2002;308000;81;5 (5 miest)
Opel;Astra;2458.33;Benzín;2002;92274;74;5 (4 miesta)
Volvo;S60;2450;Benzín+Plyn;2004;363232;103;YV1RS65P212091487
Peugeot;407 SW;2450;Diesel;2007;161860;80;5 (5 miest)
Ford;Focus Combi;2450;Diesel;2008;311542;100;DA3 mod.08
Škoda;Fabia Combi;2450;Benzín;2002;175000;74;5 (5 miest)
Fiat;Croma;2453.67;Diesel;2006;299998;110;5 (5 miest)
Volkswagen;Golf Cabrio;2419;Benzín;1997;225135;55;3
KIA;Cee’d Sporty Wagon;2458.33;Diesel;2009;215408;84;5 (5 miest)
Opel;Corsa;2458.33;Diesel;2005;184574;51;5 (5 miest)
Volkswagen;T4 Transporter;2458.33;Diesel;1993;241523;57;5 (3 miesta)
Renault;Modus;2458.33;Benzín;2008;112700;74;5 (5 miest)
Ford;Tourneo Connect;2458.33;Benzín;2004;190888;85;5 (5 miest)
Renault;Mégane Grandtour;2458.33;Benzín;2004;108167;83;5 (5 miest)
Nissan;Murano;2495.83;Benzín;2006;310000;172;5 (5 miest)
Toyota;Avensis;2495.83;Benzín;2004;343000;95;5 (5 miest)
Fiat;Doblo;2495.83;Benzín+Plyn;2012;230000;88;5 (5 miest)
Dacia;Logan;2495.83;Benzín;2009;162084;55;5 (5 miest)
Fiat;Punto;2495.83;Diesel;2006;204300;112;3 (5 miest)
Hyundai;i10;2495.83;Benzín;2018;21980;48;5 (5 miest)
Peugeot;407 SW;2495.83;Benzín;2006;197362;92;5 (5 miest)
Volvo;S40;2495.83;Diesel;2003;267000;75;4 (5 miest)
Ford;Mondeo Combi;2495.83;Diesel;2010;400000;85;5 (5 miest)
Hyundai;XG;2495.83;Benzín;2003;197001;145;4 (5 miest)
Subaru;Forester;2495.83;Diesel;2009;168000;108;5 (5 miest)
Citroen;C4;2495.83;Benzín;2008;115780;65;5 (5 miest)
Citroen;C4;2495.83;Benzín;2008;174141;65;3 (5 miest)
