name;type;price;fuel-type;year_of_make;kim;power;place
Tesla;Model S;65990;Elektro;2015;10700;350;4 (5 miest)
Audi;Q7;65950;Hybrid (benzín/elektro);2021;33200;250;5 (5 miest)
Audi;e-tron;65950;Elektro;2022;4;14;Modrá tm. metalíza
Audi;e-tron;65950;Elektro;2020;4;11;Šedá tm. metalíza
BMW;rad 7;66666.25;Diesel;2019;102055;294;4 (5 miest)
Ford;Explorer;66662.50;Hybrid (benzín/elektro);2021;61814;336;5 (7 miest)
Audi;Q8;66662.50;Diesel;2021;80000;210;5 (5 miest)
Audi;Q8;66662.50;Benzín;2019;98000;250;5 (5 miest)
Volkswagen;Touareg;66600;Diesel;2021;53500;210;5 (5 miest)
Volvo;C40;66590;Elektro;2023;4;;Zelená
Volvo;C40;66625.00;Hybrid (benzín/elektro);2023;4;9;Metalíza
Ford;F séria;66625.00;Benzín;2017;103000;335;5
Porsche;Cayenne;66625.00;Benzín;2018;73000;250;5 (5 miest)
Mercedes;GLB;67254;Benzín;2023;5;120;5
Porsche;Cayman;67225;Benzín;2020;36000;220;3 (2 miesta)
Jeep;Gladiator;67170;Diesel;2023;5;194;0 (5 miest)
Jaguar;F-Type;67000;Benzín;2020;7500;221;2 (2 miesta)
Audi;RS6 Avant;67000;Benzín;2015;125000;412;4G5 mod.15
Mercedes;GLS;66000;Diesel;2018;93000;190;X166
Land Rover;Defender;67000;Diesel;2015;60000;90;5 (7 miest)
BMW;rad 8;66999;Diesel;2018;88000;235;G15
Volvo;XC60;66990;Diesel;2023;2;145;5 (5 miest)
Audi;Q8;66990;Diesel;2019;90507;210;5 (5 miest)
Volvo;S90;66990;Diesel;2022;100;183;5 (5 miest)
Jeep;Gladiator;67990;Diesel;2022;45;194;0 (5 miest)
Jeep;Gladiator;67960;Diesel;2023;5;194;0 (5 miest)
Dodge;Durango;68012.08;Benzín;2023;1;220;5 (6 miest)
Land Rover;Range Rover Velar;67900;Diesel;2021;52500;150;2 (5 miest)
Mercedes;GLE trieda;67900;Diesel;2020;103465;200;5
Volvo;XC90;68496;Diesel;2023;2;173;0 (5 miest)
Jeep;Gladiator;68436;Diesel;2022;25;194;0 (5 miest)
Volvo;XC90;68341;Diesel;2020;30000;173;0 (7 miest)
BMW;rad 7;69000;Diesel;2020;110200;195;G11/12 mod. 19
Mercedes;A trieda;68999;Hybrid (benzín/elektro);2023;3928;160;5 (5 miest)
Porsche;Macan;68999;Benzín;2020;38494;180;5 (5 miest)
Mercedes;EQA;68999;Elektro;2023;4;7;W1N9N0JB3PJ059422
Audi;RS4 Avant;68990;Benzín;2019;48000;331;5 (5 miest)
Mercedes;C trieda;68970;Diesel;2023;22;147;4
Mercedes;GLC;69900;Diesel;2023;15;145;5 (5 miest)
Porsche;911;69900;Benzín;1990;130000;199;2 (4 miesta)
Mercedes;GLC;69890;Benzín;2023;7655;150;5
Mercedes;GLC;69780;Diesel;2023;5668;143;2
Mercedes;EQB;69780;Elektro;2023;4;7;Čierna
Mercedes;EQB;69714;Elektro;2023;5;4;W1N9M1CB1PN049695
Volkswagen;Touareg;69681;Diesel;2021;58034;210;5 (5 miest)
Mercedes;GLC;69990;Benzín;2018;4494;270;2
BMW;rad 4 Cabrio;69990;Benzín;2021;22000;275;G23 / G83
Jaguar;I-Pace;70791.67;Benzín;2021;1041;294;5
Mercedes;EQA;70730;Elektro;2023;4;3;W1N9N0JB5PJ065738
Mercedes;EQA;70728;Elektro;2023;5;4;W1N9N0JB1PJ083749
Mercedes;C trieda;70700;Diesel;2023;8980;195;4
Volkswagen;Touareg;70590;Diesel;2020;38111;210;5 (5 miest)
Jeep;Gladiator;70550;Diesel;2023;5;194;0 (5 miest)
Mercedes;GLC;70520;Hybrid (diesel/elektro);2022;19140;143;5
Audi;RS4 Avant;70500;Benzín;2018;64300;331;8W5
BMW;X6;70500;Hybrid (benzín/elektro);2021;26500;245;G06 / F96
Mercedes;EQA;70488;Elektro;2023;4;5;Metalíza
Volvo;XC90;71675;Diesel;2022;12000;173;0 (7 miest)
Volvo;XC90;71675;Diesel;2022;12000;173;0 (7 miest)
Mercedes;EQA;71520;Elektro;2023;5;;W1N9N0BB5PJ079198
Volkswagen;Touareg;71490;Diesel;2020;122000;310;5 (5 miest)
Mercedes;C trieda;71484;Diesel;2023;5;147;4
BMW;iX;71450;Elektro;2022;4;9;Šedá tm. metalíza
Mercedes;C trieda;71300;Diesel;2023;6689;147;4
Mercedes;C trieda;71262;Benzín;2023;5;150;4
Mercedes;EQB;71196;Elektro;2023;4;2;Metalíza
Mercedes;EQA;72726;Elektro;2023;4;7;Metalíza
Mercedes;C trieda T;72710;Diesel;2023;3161;147;5
Porsche;911;72700;Benzín;1987;222612;170;2 (4 miesta)
BMW;rad 5;72547;Diesel;2021;28000;210;4 (5 miest)
Volvo;C40;72595.83;Hybrid (benzín/elektro);2023;4;10;Modrá metalíza
Jeep;Wrangler;72500;Hybrid (benzín/elektro);2022;5;280;5 (5 miest)
Mercedes;GLC;72480;Diesel;2023;2620;145;5
Mercedes;EQA;72420;Elektro;2023;4;1;W1N9N0JB6PJ080748
Mercedes;GLC;72396;Diesel;2023;5;143;2
Ford;Explorer;73450;Hybrid (benzín/elektro);2022;8410;336;5 (7 miest)
Mercedes;C trieda T;73446;Diesel;2023;5;145;5
Audi;Q7;73400;Diesel;2022;25085;210;5 (5 miest)
Mercedes;C trieda;73344;Diesel;2023;5;145;4
Cupra;Formentor;73229;Benzín;2023;2;287;5 (5 miest)
Mercedes;EQB;73110;Elektro;2023;5;4;W1N9M0JB3PN037707
Mercedes;EQB;73104;Elektro;2023;5;4;W1N9M0JB5PN037210
Tesla;Model X;74541.67;Benzín;2017;104000;380;5
Mercedes;C trieda T;74478;Diesel;2023;5;147;5
Jeep;Gladiator;74470;Diesel;2023;5;194;0 (5 miest)
Ford;Ranger;74400;Benzín;2023;20;215;4 (6 miest)
Mercedes;CLS;74364.58;Diesel;2020;39800;243;4 (5 miest)
Jeep;Wrangler;74962;Hybrid (benzín/elektro);2022;15902;280;5 (5 miest)
Ford;Mustang Mach-E;74995.83;Elektro;2022;8200;358;5 (5 miest)
Ford;Ranger;74900;Benzín;2023;70;212;4 (5 miest)
BMW;rad 7;74900;Diesel;2019;72400;294;G11/12 mod. 19
BMW;X6;74900;Diesel;2021;84000;250;G06
Ford;Ranger;74900;Benzín;2023;31;215;Oranžová tm. metalíza
Mercedes;GLE trieda;74900;Hybrid (diesel/elektro);2021;52708;143;5 (5 miest)
Volkswagen;California;74900;Diesel;2020;132000;110;T6.1 mod.20
Audi;Q8;75900;Diesel;2020;95000;210;5 (5 miest)
Jeep;Wrangler;75900;Hybrid (benzín/elektro);2022;2;280;5 (5 miest)
Mercedes;V trieda;75900;Diesel;2020;64621;176;5 (7 miest)
Audi;A8;75850;Diesel;2021;24090;210;4 (4 miesta)
Mercedes;E trieda;75850;Diesel;2023;5;147;4
Mercedes;E trieda;75790;Diesel;2023;5;147;4
BMW;X4;75740;Diesel;2022;14000;250;5 (5 miest)
Mercedes;CLA;75696;Benzín;2023;5;225;4
Jeep;Wrangler;76900;Hybrid (benzín/elektro);2022;6104;280;JL
Mercedes;E trieda T;76900;Diesel;2023;26142;147;0 (5 miest)
Audi;S6 Avant;76666.25;Diesel;2020;26185;257;5 (5 miest)
Mercedes;C trieda T;76590;Diesel;2023;5;147;5
Mercedes;GLE trieda;76633.33;Diesel;2020;55971;243;5 (5 miest)
Volvo;XC90;76511;Diesel;2023;2;173;0 (7 miest)
Volvo;XC60;77990;Hybrid (benzín/elektro);2023;2;335;5 (5 miest)
Jeep;Wrangler;77990;Hybrid (benzín/elektro);2023;12;280;5 (5 miest)
Porsche;Macan;77990;Benzín;2020;59300;280;5 (5 miest)
Dodge;RAM;77980;Benzín;2022;19413;291;0 (5 miest)
Mercedes;GLE trieda;77900;Diesel;2021;74659;143;5
BMW;rad 8;77850;Benzín;2022;4500;250;2 (4 miesta)
Mercedes;C trieda T;77802;Diesel;2023;7;145;5
Mercedes;GLS;77793;Benzín;2017;120128;430;5 (7 miest)
Mercedes;GLC;78840;Diesel;2023;5;145;5
Mercedes;GLC;78780;Diesel;2023;7512;145;5
Mercedes;E trieda;78760;Diesel;2023;5;147;4
Mercedes;C trieda;78732;Diesel;2023;5;147;4
Mercedes;V trieda;78590;Diesel;2020;89750;174;W447 mod.19
Dodge;Challenger;79868;Benzín;2023;90;362;2
Mercedes;E trieda;79860;Diesel;2023;5;147;4
Mercedes;C trieda;79830;Diesel;2023;5;147;4
Mercedes;C trieda;79830;Diesel;2023;11;147;4
Mercedes;EQB;79812;Elektro;2023;5;4;W1N9M0JB7RN053346
Audi;Q8;79800;Diesel;2021;39000;210;5 (5 miest)
Mercedes;GLC;79800;Diesel;2023;15;145;5 (5 miest)
Mercedes;C trieda;79548;Diesel;2023;5;147;4
Mercedes;GLE trieda;80000;Diesel;2021;89500;200;5 (5 miest)
Volkswagen;Touareg;79999;Hybrid (benzín/elektro);2021;48343;250;5 (5 miest)
Mercedes;V trieda;79999;Diesel;2019;84000;140;5 (8 miest)
BMW;X5;79999;Diesel;2023;4650;210;5 (5 miest)
Dodge;RAM;79999;Benzín+Plyn;2021;15000;295;4 (5 miest)
Volkswagen;Touareg;79999;Diesel;2022;1200;210;5 (5 miest)
BMW;X5;79990;Diesel;2022;58760;250;5
Audi;Q8;79990;Diesel;2018;67950;210;5 (5 miest)
BMW;M5;79990;Benzín;2018;62000;441;G30
BMW;rad 5 Touring;79990;Hybrid (benzín/elektro);2022;12900;215;5 (5 miest)
Mercedes;G trieda;81250.00;Diesel;2017;104000;180;5 (5 miest)
Mercedes;V trieda;81208.33;Diesel;2022;2455;140;5 (7 miest)
Audi;Q8;81166.67;Diesel;2020;57000;210;5
Audi;Q8;81166.67;Diesel;2020;79000;210;5
Mercedes;GLC;80994;Diesel;2023;5;145;5
Volvo;XC90;82517;Diesel;;4;2;Šedá metalíza
Mercedes;E trieda T;82500;Diesel;2023;5;147;5
Land Rover;Defender;82056;Diesel;2021;51418;221;5 (5 miest)
Mercedes;EQE;83426;Elektro;2022;42000;215;5 (5 miest)
Mercedes;GLC;83346;Hybrid (benzín/elektro);2023;22050;143;0 (5 miest)
Hummer;H2;83333.33;Benzín;2007;146768;293;5
Mercedes;G trieda;83333.29;Diesel;2013;116000;155;5 (5 miest)
Land Rover;Range Rover;83333.29;Diesel;2016;54000;250;5 (5 miest)
Mercedes;E trieda T;83332.92;Benzín;2020;69418;450;5 (5 miest)
Dodge;Durango;83291.67;Benzín;2022;37839;355;5 (6 miest)
Land Rover;Range Rover;83291.67;Diesel;2018;128500;250;5
Porsche;Panamera;83205;Hybrid (benzín/elektro);2018;49300;243;5 (4 miesta)
BMW;M4;83250.00;Benzín;2017;5000;331;5 (4 miesta)
BMW;M4;83208.33;Benzín;2017;9200;331;5 (4 miesta)
Volvo;V90 Cross Country;84791.67;Diesel;2023;5;173;5 (5 miest)
Dodge;Charger;84700;Benzín;2023;5;362;4 (5 miest)
Porsche;Panamera;84600;Benzín;2019;62000;338;5 (5 miest)
Mercedes;S trieda;84500;Benzín;2018;137399;450;4 (5 miest)
Mercedes;EQC;84430;Elektro;2022;5;4;W1K2938901F043145
Dodge;RAM;84330;Benzín;2023;1442;295;0 (5 miest)
Mercedes;C trieda T;84190;Diesel;2023;667;147;5
Porsche;Cayenne;85500;Benzín;2018;139000;404;5 (5 miest)
Porsche;Cayenne;85500;Hybrid (benzín/elektro);2018;81818;306;5 (5 miest)
Audi;Q8;85490;Diesel;2023;9000;210;5 (5 miest)
Ford;Explorer;85374.96;Benzín;2023;5;336;5 (7 miest)
Dodge;Challenger;85204.17;Benzín;2023;1;362;2 (5 miest)
Dodge;Charger;85204.17;Benzín;2023;1;361;4 (5 miest)
Dodge;Charger;85204.17;Benzín;2023;1;361;4 (5 miest)
Dodge;Charger;85204.17;Benzín;2023;1;361;4 (5 miest)
Mercedes;GLE trieda;85204.17;Benzín;2018;33000;430;5 (5 miest)
Audi;SQ7;85204.17;Diesel;2020;105842;320;5 (5 miest)
Dodge;Challenger;85204.17;Benzín;2023;1;362;2 (5 miest)
Dodge;Challenger;85204.17;Benzín;2023;1;362;2 (5 miest)
Dodge;Challenger;85204.17;Benzín;2023;1;362;2 (5 miest)
Dodge;Challenger;85204.17;Benzín;2023;1;362;2 (5 miest)
Dodge;Charger;85204.17;Benzín;2023;1;361;4 (5 miest)
Mercedes;GLE trieda;85080;Diesel;2023;5;198;5
Jeep;Gladiator;86900;Diesel;2023;500;194;0 (5 miest)
Dodge;Durango;86968.75;Benzín;2023;1;268;5 (6 miest)
Dodge;Challenger;86968.75;Benzín;2023;1;362;2 (5 miest)
Dodge;Charger;86968.75;Benzín;2023;1;361;4 (5 miest)
Dodge;Challenger;86968.75;Benzín;2023;1;362;2 (5 miest)
Dodge;Challenger;86968.75;Benzín;2023;1;362;2 (5 miest)
Volvo;XC90;86658;Diesel;2022;6000;173;0 (7 miest)
BMW;rad 5;86290;Benzín;2022;30000;390;4 (5 miest)
Dodge;Durango;88582.08;Benzín;2023;1;268;5 (7 miest)
Mercedes;E trieda;88356;Diesel;2023;5;195;4
Ford;Bronco;88178.75;Benzín;2023;1;201;2 (4 miesta)
Ford;Bronco;88178.75;Benzín;2023;1;201;2 (4 miesta)
Mercedes;V trieda;88097;Diesel;2022;4;53;W1V44781313973917
Volvo;XC90;88054;Hybrid (benzín/elektro);2023;2500;228;0 (7 miest)
Mercedes;AMG GT;88000;Benzín;2015;41000;340;C190
Mercedes;EQC;88000;Elektro;2022;4;12;Strieborná sv. metalíza
Mercedes;GLE trieda;88000;Hybrid (diesel/elektro);2020;102524;235;5 (5 miest)
BMW;rad 7;88000;Benzín;2020;92000;390;G11/12 mod. 19
Mercedes;GLE trieda;89900;Diesel;2021;43764;143;Biela
Mercedes;V trieda;89900;Diesel;2022;18301;174;5 (7 miest)
Audi;A8;89880;Diesel;2020;65212;210;Šedá
Dodge;Challenger;89700;Benzín;2023;3;362;2 (5 miest)
Volvo;XC60;89708.33;Benzín;2023;5;335;5 (5 miest)
BMW;rad 8;89628;Diesel;2020;22000;235;2 (4 miesta)
Land Rover;Defender;89539;Diesel;2023;5000;183;5 (5 miest)
Audi;A8;89500;Diesel;2020;62525;210;4N
Mercedes;GLE trieda;89490;Hybrid (diesel/elektro);2021;30643;235;V167
Land Rover;Discovery;91068;Diesel;2022;12000;221;5 (5 miest)
Dodge;Charger;90699.58;Benzín;2022;19325;527;4 (5 miest)
Jeep;Grand Cherokee;90699.58;Benzín;2023;1;266;5 (5 miest)
Jeep;Grand Cherokee;90699.58;Benzín;2023;1;218;5 (7 miest)
Dodge;RAM;90623.96;Benzín;2023;1;291;4 (5 miest)
Audi;Q8;93000;Benzín;2023;1500;250;5 (5 miest)
Renault;Alpine;93000;Benzín;2023;34;221;2 (2 miesta)
BMW;rad 7;92990;Benzín;2020;37000;390;4 (5 miest)
Dodge;Durango;92894;Benzín;2023;90;268;5
Mercedes;E trieda;92800;Diesel;2023;5;243;4
BMW;X7;94900;Diesel;2021;72000;294;Limited Edition
BMW;iX;94850;Elektro;2021;4;15;Červená tm. metalíza
BMW;X5;94799;Diesel;2022;22000;210;5 (5 miest)
Mercedes;GLE trieda;94650;Diesel;2023;11709;243;5
Mercedes;EQC;94566;Elektro;2023;4;2;W1K8P9ABXPF065826
Mercedes;V trieda;95791.67;Diesel;2022;7923;140;5 (7 miest)
Dodge;RAM;95741.25;Benzín;2023;1;291;4 (5 miest)
Dodge;RAM;95741.25;Benzín;2023;1;291;4 (5 miest)
Jeep;Wrangler;95741.25;Benzín;2023;1;213;5 (5 miest)
Jeep;Grand Cherokee;95741.25;Benzín;2023;1;279;5 (5 miest)
Jeep;Grand Cherokee;95741.25;Benzín;2023;1;279;5 (5 miest)
Dodge;RAM;95741.25;Benzín;2023;1;291;4 (5 miest)
BMW;rad 8;98000;Benzín;2021;23900;390;G14
Dodge;RAM;97990;Benzín;2022;90;295;4
Land Rover;Range Rover Sport;97973;Benzín;2019;78000;423;5 (5 miest)
Land Rover;Range Rover Velar;97799;Benzín;2023;2;183;5 (5 miest)
Mercedes;GLE trieda;97875.00;Diesel;2022;13120;243;5 (5 miest)
BMW;M4;97724;Benzín;2023;7000;375;2 (4 miesta)
Dodge;RAM;97757.92;Benzín;2023;1;291;4 (5 miest)
Dodge;RAM;97757.92;Benzín;2023;1;291;4 (5 miest)
Mercedes;GLE trieda;97284;Diesel;2023;4514;198;Modrá
Mercedes;GLE trieda;99900;Diesel;2022;32932;200;0 (5 miest)
Volvo;XC90;99583.33;Benzín;2023;1000;335;5 (7 miest)
Audi;Q8;99500;Elektro;2023;4;1;Zelenošedá metalíza
Mercedes;C trieda;99474;Benzín;2023;15;300;4
Mercedes;GLE trieda;102070;Diesel;2022;43277;243;5
Audi;Q8;102000;Benzín;2023;900;250;5 (5 miest)
Mercedes;GLC;101964;Hybrid (benzín/elektro);2023;4401;185;Čierna
Dodge;RAM;101396;Benzín;2022;3000;295;4
Mercedes;E trieda;101316;Benzín;2023;5;270;4 (5 miest)
Mercedes;GLE trieda;101094;Diesel;2023;6400;243;5 (5 miest)
Mercedes;V trieda;101002;Diesel;2023;5;;W1VVNKTZ0P4297280
Lexus;LC;101000;Benzín;2020;19800;341;Z100
Audi;e-tron GT;100950;Elektro;2022;4;50;Modrá metalíza
BMW;X5;100886;Diesel;2022;99;250;5 (5 miest)
Dodge;Durango;104614.58;Benzín;2023;1;355;5 (6 miest)
Mercedes;GLE trieda;104490;Diesel;2022;15803;243;5
Dodge;RAM;104205;Benzín;2023;90;295;4
Audi;Q8;103960;Benzín;2023;300;210;5 (5 miest)
BMW;M3;103900;Benzín;2023;5500;375;G21 / G81 mod.22
Land Rover;Range Rover Sport;103900;Benzín;2020;81000;423;mod. 17
Mercedes;V trieda;103900;Diesel;2022;11000;174;W447 mod.19
Mercedes;GLE trieda;106330;Benzín;2023;256;155;5
Land Rover;Range Rover Sport;106000;Benzín;2020;56700;423;5 (5 miest)
Mercedes;GLE trieda;105990;Diesel;2023;7825;243;5
Mercedes;GLE trieda;105950;Diesel;2022;10562;243;5
Mercedes;GLE trieda;105900;Diesel;2022;24950;243;0 (5 miest)
Mercedes;S trieda Coupé;105900;Benzín;2020;23720;270;W1K2173641A050656
Mercedes;GLE trieda;105840;Benzín;2023;5;155;5
Dodge;Charger;105824.58;Benzín;2023;1;527;4 (5 miest)
Dodge;Charger;105824.58;Benzín;2023;1;527;4 (5 miest)
GMC;Sierra;105824.58;Benzín;2023;1;313;4 (5 miest)
Dodge;Charger;105824.58;Benzín;2023;1;527;4 (5 miest)
GMC;Sierra;105824.58;Benzín;2023;1;265;4 (5 miest)
Dodge;Charger;105824.58;Benzín;2023;1;527;4 (5 miest)
Dodge;Charger;105824.58;Benzín;2023;1;527;4 (5 miest)
Dodge;Charger;105824.58;Benzín;2023;1;527;4 (5 miest)
Mercedes;GLE trieda;108900;Diesel;2022;13;243;5
Mercedes;GLE trieda;108528;Diesel;2023;5;243;5
Mercedes;GLE trieda;108336;Diesel;2023;5;243;5
Mercedes;E trieda;108282;Diesel;2023;5;143;4
Dodge;RAM;111433;Benzín;2023;90;295;4
Dodge;RAM;111012;Benzín;2023;90;295;4
Mercedes;GLE trieda;110990;Diesel;2023;1870;270;5
BMW;rad 7;110978;Diesel;2021;18000;250;4 (5 miest)
BMW;i8;110950;Hybrid (benzín/elektro);2020;19980;275;2 (2 miesta)
Mercedes;GLE trieda;110886;Diesel;2023;5;270;5
Mercedes;GLE trieda;110814;Hybrid (diesel/elektro);2023;5;245;5
Jeep;Wagoneer;110866.25;Benzín;2023;1;292;5 (7 miest)
Jeep;Grand Cherokee;110866.25;Benzín;2023;1;266;5 (6 miest)
Mercedes;GLE trieda;114588;Diesel;2023;16;270;5
Mercedes;EQE;114204;Elektro;2023;4;4;W1NGM1CB5PA006699
Mercedes;V trieda;114096;Diesel;2023;5;;W1VVNJTZ9P4295683
Mercedes;EQE;114080;Elektro;2023;4;4;W1KEG1CB0PF029290
Mercedes;GLE trieda;113766;Diesel;2023;5;270;5
Mercedes;S trieda;116990;Diesel;2022;14687;243;4
Jeep;Grand Cherokee;116916.25;Benzín;2023;1;266;5 (7 miest)
Jeep;Grand Cherokee;116916.25;Benzín;2023;1;266;5 (7 miest)
Mercedes;GLE trieda;116766;Diesel;2023;5;243;5
Mercedes;GLE trieda;116448;Diesel;2023;5;270;5
Mercedes;GLE trieda;119760;Benzín;2022;5321;320;5
Mercedes;V trieda;119756;Diesel;2023;4;5;W1VVNLTZ4P4285221
Mercedes;GLE trieda;119496;Diesel;2023;5;270;5
Mercedes;EQE;119268;Elektro;2023;4;5;Metalíza
Land Rover;Discovery;119070;Diesel;2023;2;221;5 (7 miest)
Mercedes;GLE trieda;119010;Benzín;2023;8;270;5
Mercedes;GLS;122685;Diesel;2023;6100;243;5 (7 miest)
Mercedes;GLE trieda;122470;Diesel;2023;1073;270;5
Mercedes;GLS;122454;Diesel;2023;7;243;5
Mercedes;GLE trieda;122040;Diesel;2023;5;270;5
Mercedes;E trieda Coupé;122000;Benzín;2023;5;320;2
Mercedes;GLE trieda;121680;Diesel;2023;5;270;5
Mercedes;GLE trieda;121512;Diesel;2023;5;145;5
Mercedes;GLE trieda;121494;Diesel;2023;7;270;5
Mercedes;GLE trieda;126084;Diesel;2023;6;145;5
Porsche;Carrera;125900;Benzín;2022;14415;283;3 (4 miesta)
Dodge;Durango;125991.25;Benzín;2023;1;529;5 (6 miest)
GMC;Yukon;125991.25;Benzín;2023;1;313;5 (7 miest)
Mercedes;GLE trieda;125788;Diesel;2023;10;243;5 (5 miest)
Mercedes;EQS;125750;Elektro;2022;4;14;Biela metalíza
Mercedes;GLE trieda;125262;Diesel;2023;18;145;5
Mercedes;GLE trieda;125244;Hybrid (benzín/elektro);2023;5;145;0 (5 miest)
Mercedes;GLS;125000;Diesel;2022;25000;243;X167
BMW;X6 M;129900;Benzín;2021;67920;460;5 (5 miest)
Land Rover;Defender;129900;Benzín;2022;13000;386;5 (5 miest)
BMW;X5 M;129900;Benzín;2022;12000;460;5 (5 miest)
Mercedes;GLS;129000;Diesel;2023;2000;243;5 (6 miest)
Mercedes;S trieda;129000;Diesel;2022;5000;243;W223
Ford;F séria;133553.75;Benzín;2023;1;336;4 (5 miest)
Nissan;GTR;133332.92;Benzín;2021;28443;419;2 (4 miesta)
Mercedes;S trieda;133080;Diesel;2022;14800;243;4 (5 miest)
Mercedes;S trieda;132992;Diesel;2023;5;210;4
BMW;X6 M;132990;Benzín;2022;11753;460;5 (5 miest)
Mercedes;AMG GT;132900;Benzín;2019;51154;430;0 (4 miesta)
Mercedes;EQE;138060;Elektro;2023;4;4;W1NGM2CB8PA004385
Mercedes;SL;137499.96;Benzín;2018;29986;430;2 (2 miesta)
Audi;RS6 Avant;137282;Benzín;2023;1700;441;5 (5 miest)
Bentley;Continental GTC;135999;Benzín;2015;35200;411;2 (2 miesta)
Ford;F séria;136074.58;Benzín;2023;1;336;4 (5 miest)
Jeep;Wrangler;143637.08;Benzín;2023;1;350;5 (5 miest)
Jeep;Wrangler;143637.08;Benzín;2023;1;350;5 (5 miest)
Mercedes;S trieda;143514;Diesel;2023;5;243;4
Land Rover;Range Rover Sport;143427;Diesel;2023;2;258;5 (5 miest)
Mercedes;EQE;142278;Elektro;2023;4;7;Čierna metalíza
Mercedes;EQE;141942;Elektro;2023;4;5;Metalíza
Jeep;Wrangler;146964.58;Benzín;2023;1;350;5 (5 miest)
Mercedes;S trieda;146598;Diesel;2023;137;243;4
Mercedes;AMG GT;146580;Benzín;2023;5;270;2
Mercedes;EQE;146112;Elektro;2023;4;3;W1NGM2CBXPA004128
Jeep;Wrangler;146157.92;Benzín;2023;1;350;5 (5 miest)
Jeep;Wrangler;146157.92;Benzín;2023;1;350;5 (5 miest)
Ford;F séria;146157.92;Benzín;2023;1;336;4 (5 miest)
Jeep;Wrangler;146157.92;Benzín;2023;1;350;5 (5 miest)
Mercedes;EQE;145992;Elektro;2023;4;4;W1NGM3CB2PA004386
Mercedes;S trieda;145990;Diesel;2023;10;243;4 (5 miest)
Porsche;911 Carrera Cabrio;145990;Benzín;2019;62100;283;0 (4 miesta)
Mercedes;S trieda;151973;Diesel;2023;5;243;4
Mercedes;EQS SUV;151806;Elektro;2023;5;4;W1NDM2EB7PA015653
Land Rover;Range Rover Sport;151669;Diesel;2023;2;258;5 (5 miest)
Mercedes;EQS SUV;151446;Elektro;2023;4;7;Čierna metalíza
Dodge;Challenger;151199.58;Benzín;2023;1;601;2 (5 miest)
Aston Martin;V8 Vantage;150990;Benzín;2021;4711;375;2 (2 miesta)
Mercedes;S trieda;150997.92;Diesel;2022;16955;243;4 (5 miest)
Dodge;RAM;158762.08;Benzín;2023;1;523;5 (5 miest)
Dodge;RAM;158762.08;Benzín;2023;1;523;5 (5 miest)
Jeep;Wagoneer;158762.08;Benzín;2023;1;351;5 (7 miest)
Jeep;Wagoneer;158762.08;Benzín;2023;1;351;5 (7 miest)
Dodge;RAM;157753.75;Benzín;2023;1;523;5 (5 miest)
Jeep;Wagoneer;157552.08;Benzín;2023;1;351;5 (7 miest)
Jeep;Wagoneer;157552.08;Benzín;2023;1;351;5 (7 miest)
Mercedes;AMG GT;157134;Benzín;2023;5;320;2
Jeep;Wrangler;156795.83;Benzín;2023;1;350;5 (5 miest)
Mercedes;EQS SUV;156294;Elektro;2023;5;4;W1NDM2EB9PA016156
Mercedes;S trieda;156241.25;Diesel;2022;7251;243;4 (5 miest)
Jeep;Wagoneer;156241.25;Benzín;2023;1;351;5 (7 miest)
Mercedes;SL;165354;Benzín;2023;5;280;2
Mercedes;G trieda;165000;Benzín;2019;78399;310;5
Mercedes;EQS SUV;164990;Elektro;2023;4;12;Čierna metalíza
Mercedes;EQS SUV;164844;Elektro;2023;5;4;W1NDM2EB8PA010414
Mercedes;EQS SUV;164844;Elektro;2023;5;4;W1NDM2EB8PA010915
Mercedes;AMG GT;164238;Benzín;2023;5;320;2
Jeep;Wagoneer;164081.04;Benzín+Plyn;2023;1;351;5 (7 miest)
Land Rover;Defender;163312;Benzín;2023;2;386;5 (5 miest)
Mercedes;G trieda;163000;Benzín;2020;80339;430;5
Land Rover;Range Rover Sport;162990;Hybrid (benzín/elektro);2022;9900;375;5 (5 miest)
Mercedes;GLE trieda;175176;Benzín;2023;5;450;5
Porsche;911;175000;Benzín;2017;23750;397;991.2
Bentley;Continental;174000;Benzín;2018;67875;565;2 (4 miesta)
Mercedes;S trieda;173946;Diesel;2023;5;243;4
Audi;R8;171900;Benzín;2021;7980;456;2 (2 miesta)
Mercedes;AMG GT;171426;Benzín;2023;5;320;2
Mercedes;GLS;170940;Benzín;2023;5;380;5
Ford;Bronco;170156.25;Benzín;2023;1;311;4 (5 miest)
Mercedes;EQS SUV;187470;Elektro;2023;5;4;W1NDM4EB9PA008733
Mercedes;EQS SUV;187050;Elektro;2023;5;4;W1NDM4EB4PA011149
Mercedes;S trieda;186281;Benzín;2023;177;370;4
Mercedes;EQS;185700;Elektro;2022;4;4;W1K2971441A020041
Maybach;GLS;184900;Benzín;2022;8461;410;5 (5 miest)
Mercedes;S trieda;184839;Benzín;2023;5;270;4
BMW;XM;182990;Hybrid (benzín/elektro);2023;6500;360;5 (5 miest)
Audi;RSQ8;182500;Benzín;2023;4941;441;5 (5 miest)
Mercedes;EQS SUV;182184;Elektro;2023;4;7;Metalíza
BMW;XM;217990;Hybrid (benzín/elektro);2023;2980;480;5 (5 miest)
Mercedes;EQS;214062;Elektro;2023;4;7;W1KCG4EB2PA041282
Mercedes;G trieda;213972.92;Benzín;2022;23198;430;5 (5 miest)
